station_id,quality,temp,period
USC00045933,S,483,djf
USC00045968,Q,483,djf
USC00046006,R,546,djf
USC00046074,S,588,djf
USC00046136,C,508,djf
USC00046144,S,589,djf
USC00046154,S,614,djf
USC00046161,R,630,djf
USC00046168,S,611,djf
USC00046172,R,577,djf
USC00046174,R,574,djf
USC00046175,R,632,djf
USC00046252,Q,577,djf
USC00046263,R,666,djf
USC00046336,S,592,djf
USC00046370,Q,555,djf
USC00046377,S,629,djf
USC00046386,Q,703,djf
USC00046399,S,670,djf
USC00046498,R,524,djf
USC00046506,S,570,djf
USC00046508,S,508,djf
USC00046521,S,576,djf
USC00046569,R,653,djf
USC00046572,R,662,djf
USC00046599,R,578,djf
USC00046610,R,586,djf
USC00046624,S,603,djf
USC00046635,S,712,djf
USC00046646,S,594,djf
USC00046657,S,498,djf
USC00046685,S,543,djf
USC00046699,S,668,djf
USC00046719,S,682,djf
USC00046730,C,618,djf
USC00046773,R,582,djf
USC00046826,S,584,djf
USC00046926,S,620,djf
USC00046943,R,602,djf
USC00046960,S,570,djf
USC00046962,R,546,djf
USC00047050,R,680,djf
USC00047077,R,605,djf
USC00047085,S,427,djf
USC00047109,S,570,djf
USC00047150,S,587,djf
USC00047195,R,461,djf
USC00047228,S,664,djf
USC00047253,S,544,djf
USC00047306,S,669,djf
USC00047339,R,592,djf
USC00047404,S,509,djf
USC00047414,R,586,djf
USC00047470,S,691,djf
USC00047473,S,678,djf
USC00047641,R,400,djf
USC00047643,S,590,djf
USC00047668,S,628,djf
USC00047689,R,544,djf
USC00047723,R,682,djf
USC00047741,Q,632,djf
USC00047767,R,573,djf
USC00047785,S,673,djf
USC00047807,R,593,djf
USC00047813,S,666,djf
USC00047821,S,592,djf
USC00047836,Q,696,djf
USC00047846,R,570,djf
USC00047851,S,614,djf
USC00047874,S,718,djf
USC00047880,R,556,djf
USC00047888,C,697,djf
USC00047902,R,649,djf
USC00047916,C,628,djf
USC00047953,S,636,djf
USC00047957,R,692,djf
USC00047965,S,603,djf
USC00048025,Q,507,djf
USC00048045,C,575,djf
USC00048135,S,541,djf
USC00048163,R,574,djf
USC00048200,Q,624,djf
USC00048207,R,461,djf
USC00048218,Q,447,djf
USC00048273,R,520,djf
USC00048351,C,579,djf
USC00048353,R,554,djf
USC00048380,R,453,djf
USC00048490,Q,533,djf
USC00048560,S,583,djf
USC00048587,S,568,djf
USC00048606,S,492,djf
USC00048655,R,687,djf
USC00048702,R,426,djf
USC00048713,R,549,djf
USC00048752,R,572,djf
USC00048758,C,399,djf
USC00048826,R,520,djf
USC00048829,Q,526,djf
USC00048873,R,397,djf
USC00048904,Q,652,djf
USC00048917,S,579,djf
USC00048928,R,516,djf
USC00048999,Q,579,djf
USC00049001,R,569,djf
USC00049026,S,493,djf
USC00049035,R,608,djf
USC00049043,S,418,djf
USC00049053,S,424,djf
USC00049073,R,562,djf
USC00049087,R,661,djf
USC00049099,R,622,djf
USC00049102,Q,653,djf
USC00049105,R,400,djf
USC00049111,R,659,djf
USC00049122,S,569,djf
USC00049152,S,669,djf
USC00049200,S,580,djf
USC00049325,S,608,djf
USC00049351,Q,418,djf
USC00049367,C,567,djf
USC00049378,S,662,djf
USC00049440,R,588,djf
USC00049452,S,596,djf
USC00049473,S,614,djf
USC00049490,R,496,djf
USC00049621,C,546,djf
USC00049671,R,537,djf
USC00049684,S,535,djf
USC00049694,Q,535,djf
USC00049699,R,598,djf
USC00049742,C,582,djf
USC00049781,S,564,djf
USC00049785,Q,675,djf
USC00049792,S,616,djf
USC00049822,R,470,djf
USC00049847,Q,687,djf
USC00049855,R,486,djf
USC00049859,Q,597,djf
USC00049866,S,472,djf
USC00050109,S,416,djf
USC00050128,Q,385,djf
USC00050185,R,328,djf
USC00050214,C,390,djf
USC00050263,C,339,djf
USC00050301,R,437,djf
USC00050306,Q,445,djf
USC00050372,S,364,djf
USC00050454,S,382,djf
USC00050754,Q,372,djf
USC00050776,R,399,djf
USC00050797,R,299,djf
USC00050825,Q,260,djf
USC00050834,R,436,djf
USC00050848,S,468,djf
USC00050945,S,415,djf
USC00050950,S,447,djf
USC00051017,R,402,djf
USC00051018,Q,357,djf
USC00051060,R,401,djf
USC00051071,S,409,djf
USC00051121,S,434,djf
USC00051179,S,435,djf
USC00051186,S,330,djf
USC00051268,S,491,djf
USC00051294,R,488,djf
USC00051401,S,455,djf
USC00051440,R,432,djf
USC00051443,R,376,djf
USC00051458,S,352,djf
USC00051528,S,452,djf
USC00051539,R,468,djf
USC00051547,R,457,djf
USC00051564,S,456,djf
USC00051609,S,354,djf
USC00051620,Q,427,djf
USC00051660,S,257,djf
USC00051681,R,334,djf
USC00051713,S,309,djf
USC00051741,R,398,djf
USC00051743,R,384,djf
USC00051772,S,404,djf
USC00051886,S,435,djf
USC00051932,R,327,djf
USC00051939,R,370,djf
USC00051948,Q,331,djf
USC00051959,S,278,djf
USC00051964,S,356,djf
USC00051977,Q,341,djf
USC00051996,R,457,djf
USC00052184,S,341,djf
USC00052192,R,413,djf
USC00052196,R,419,djf
USC00052223,R,481,djf
USC00052281,S,323,djf
USC00052286,S,353,djf
USC00052342,Q,398,djf
USC00052432,R,431,djf
USC00052441,R,404,djf
USC00052446,R,444,djf
USC00052631,R,430,djf
USC00052759,R,400,djf
USC00052761,Q,352,djf
USC00052790,S,437,djf
USC00052816,Q,326,djf
USC00052932,R,445,djf
USC00052947,R,423,djf
USC00052965,R,392,djf
USC00053005,C,445,djf
USC00053006,R,428,djf
USC00053016,S,367,djf
USC00053038,R,401,djf
USC00053116,R,315,djf
USC00053146,S,411,djf
USC00053246,S,454,djf
USC00053258,Q,418,djf
USC00053261,R,353,djf
USC00053307,R,391,djf
USC00053359,S,372,djf
USC00053387,Q,400,djf
USC00053446,Q,321,djf
USC00053489,S,423,djf
USC00053496,C,332,djf
USC00053500,S,302,djf
USC00053530,S,351,djf
USC00053541,S,356,djf
USC00053553,C,468,djf
USC00053592,R,294,djf
USC00053629,Q,408,djf
USC00053662,S,276,djf
USC00053867,C,320,djf
USC00053951,R,320,djf
USC00054054,R,349,djf
USC00054076,S,456,djf
USC00054082,S,422,djf
USC00054135,R,307,djf
USC00054172,R,447,djf
USC00054242,R,423,djf
USC00054250,R,434,djf
USC00054254,Q,411,djf
USC00054380,R,435,djf
USC00054388,R,461,djf
USC00054413,S,440,djf
USC00054444,S,451,djf
USC00054452,S,469,djf
USC00054538,R,491,djf
USC00054546,R,498,djf
USC00054603,S,455,djf
USC00054606,R,450,djf
USC00054664,S,286,djf
USC00054724,R,480,djf
USC00054726,S,470,djf
USC00054734,S,350,djf
USC00054742,C,336,djf
USC00054762,S,481,djf
USC00054770,S,464,djf
USC00054834,S,484,djf
USC00054934,S,380,djf
USC00054945,S,409,djf
USC00055025,R,425,djf
USC00055056,R,464,djf
USC00055116,R,448,djf
USC00055236,R,442,djf
USC00055322,S,374,djf
USC00055327,R,418,djf
USC00055402,R,454,djf
USC00055414,R,341,djf
USC00055422,R,359,djf
USC00055427,R,423,djf
USC00055446,S,347,djf
USC00055484,R,345,djf
USC00055507,R,340,djf
USC00055531,C,405,djf
USC00055706,R,364,djf
USC00055722,S,405,djf
USC00055734,R,407,djf
USC00055797,R,273,djf
USC00055922,R,412,djf
USC00055934,R,372,djf
USC00055970,R,384,djf
USC00055984,R,487,djf
USC00056012,S,399,djf
USC00056023,R,427,djf
USC00056040,Q,319,djf
USC00056131,S,459,djf
USC00056136,S,456,djf
USC00056203,R,354,djf
USC00056205,Q,377,djf
USC00056258,R,412,djf
USC00056259,Q,378,djf
USC00056266,S,413,djf
USC00056306,S,410,djf
USC00056318,R,442,djf
USC00056320,Q,431,djf
USC00056323,R,463,djf
USC00056326,R,452,djf
USC00056520,Q,412,djf
USC00056765,S,483,djf
USC00056816,R,438,djf
USC00056832,C,336,djf
USC00056970,R,344,djf
USC00056977,R,355,djf
USC00057017,R,381,djf
USC00057020,R,404,djf
USC00057031,R,430,djf
USC00057050,R,351,djf
USC00057167,S,492,djf
USC00057249,R,457,djf
USC00057287,R,429,djf
USC00057296,R,354,djf
USC00057309,S,369,djf
USC00057317,R,425,djf
USC00057337,R,357,djf
USC00057370,R,434,djf
USC00057430,R,387,djf
USC00057450,Q,349,djf
USC00057515,S,398,djf
USC00057519,Q,437,djf
USC00057557,R,433,djf
USC00057560,R,422,djf
USC00057572,R,404,djf
USC00057582,Q,444,djf
USC00057656,R,345,djf
USC00057848,R,309,djf
USC00057866,R,482,djf
USC00057936,S,290,djf
USC00057950,R,430,djf
USC00058008,R,436,djf
USC00058022,R,442,djf
USC00058064,S,327,djf
USC00058157,S,478,djf
USC00058184,S,292,djf
USC00058204,S,355,djf
USC00058290,R,469,djf
USC00058429,C,485,djf
USC00058436,R,476,djf
USC00058501,R,346,djf
USC00058560,S,462,djf
USC00058575,R,291,djf
USC00058582,S,385,djf
USC00058690,R,371,djf
USC00058756,C,294,djf
USC00058781,S,473,djf
USC00058793,C,471,djf
USC00058839,S,450,djf
USC00058860,Q,364,djf
USC00058931,S,395,djf
USC00058995,S,473,djf
USC00059058,Q,442,djf
USC00059060,Q,441,djf
USC00059096,S,281,djf
USC00059181,R,291,djf
USC00059243,R,427,djf
USC00059265,S,313,djf
USC00059275,R,424,djf
USC00059278,Q,399,djf
USC00059295,S,430,djf
USC00060227,R,357,djf
USC00060808,Q,404,djf
USC00060961,R,377,djf
USC00060973,S,383,djf
USC00061762,R,383,djf
USC00062658,S,344,djf
USC00063207,R,410,djf
USC00063420,Q,376,djf
USC00064488,R,383,djf
USC00064767,R,392,djf
USC00065077,R,398,djf
USC00065445,S,317,djf
USC00065910,C,399,djf
USC00067373,R,346,djf
USC00067958,Q,368,djf
USC00067970,R,413,djf
USC00068138,R,360,djf
USC00069388,R,377,djf
USC00069568,R,373,djf
USC00071200,Q,425,djf
USC00072730,S,459,djf
USC00073570,R,466,djf
USC00073595,R,447,djf
USC00075320,S,472,djf
USC00075915,R,452,djf
USC00076410,R,446,djf
USC00079605,C,413,djf
USC00080228,S,745,djf
USC00080236,S,750,djf
USC00080369,S,750,djf
USC00080414,Q,759,djf
USC00080478,S,744,djf
USC00080598,Q,667,djf
USC00080611,R,772,djf
USC00080737,Q,757,djf
USC00080945,S,726,djf
USC00080992,Q,747,djf
USC00081046,S,730,djf
USC00081163,S,715,djf
USC00081276,S,741,djf
USC00081306,R,758,djf
USC00081544,S,644,djf
USC00081641,S,721,djf
USC00081651,Q,752,djf
USC00081654,R,745,djf
USC00081795,R,755,djf
USC00081858,R,760,djf
USC00081978,S,687,djf
USC00082008,S,671,djf
USC00082046,Q,770,djf
USC00082150,Q,694,djf
USC00082220,R,632,djf
USC00082229,S,704,djf
USC00082298,S,759,djf
USC00082418,R,746,djf
USC00082441,R,754,djf
USC00082850,R,778,djf
USC00082915,S,675,djf
USC00082944,S,646,djf
USC00083020,R,777,djf
USC00083026,Q,736,djf
USC00083137,R,743,djf
USC00083153,Q,736,djf
USC00083163,S,763,djf
USC00083168,R,769,djf
USC00083207,S,734,djf
USC00083322,R,684,djf
USC00083470,S,669,djf
USC00083874,S,673,djf
USC00083909,S,758,djf
USC00083956,S,687,djf
USC00084050,Q,765,djf
USC00084095,R,774,djf
USC00084210,R,774,djf
USC00084289,S,721,djf
USC00084320,Q,762,djf
USC00084366,S,660,djf
USC00084394,C,655,djf
USC00084412,Q,758,djf
USC00084461,Q,754,djf
USC00084625,S,727,djf
USC00084662,R,753,djf
USC00084707,R,743,djf
USC00084731,S,665,djf
USC00084802,R,731,djf
USC00085076,C,692,djf
USC00085099,S,693,djf
USC00085184,R,768,djf
USC00085275,S,653,djf
USC00085359,Q,720,djf
USC00085539,S,671,djf
USC00085667,R,763,djf
USC00085793,S,617,djf
USC00085879,R,646,djf
USC00085880,Q,641,djf
USC00085895,S,748,djf
USC00085973,R,753,djf
USC00086065,C,754,djf
USC00086078,S,770,djf
USC00086129,Q,632,djf
USC00086240,R,622,djf
USC00086315,Q,765,djf
USC00086406,S,787,djf
USC00086414,S,728,djf
USC00086485,R,754,djf
USC00086618,R,693,djf
USC00086657,Q,758,djf
USC00086764,Q,743,djf
USC00086767,R,670,djf
USC00086828,Q,645,djf
USC00086842,S,647,djf
USC00086880,S,730,djf
USC00087020,R,754,djf
USC00087025,S,687,djf
USC00087205,C,735,djf
USC00087228,Q,720,djf
USC00087254,R,775,djf
USC00087261,Q,700,djf
USC00087304,Q,752,djf
USC00087397,S,761,djf
USC00087429,R,654,djf
USC00087760,S,823,djf
USC00087826,C,683,djf
USC00087851,S,737,djf
USC00087982,C,720,djf
USC00088076,Q,665,djf
USC00088368,Q,753,djf
USC00088529,R,679,djf
USC00088565,R,673,djf
USC00088620,R,746,djf
USC00088756,Q,658,djf
USC00088780,R,763,djf
USC00088824,S,705,djf
USC00088841,S,762,djf
USC00088942,S,714,djf
USC00089120,S,682,djf
USC00089176,R,728,djf
USC00089219,R,730,djf
USC00089401,S,757,djf
USC00089430,S,717,djf
USC00089511,Q,780,djf
USC00089566,S,640,djf
USC00089640,Q,666,djf
USC00089707,R,742,djf
